연구현황,연구정보,연구의뢰자,연구비지원기관,연구종류,임상시험단계,중재종류,등록번호,연구고유번호,연구대상/질환,등록일,최종갱신일,첫환자등록일자,연구종료일,주요결과변수
모집 중(Recruiting),소아 croup 환자 치료에서 low dose nebulized epinephrine 치료의 효과와 안전성 - The effect and safety of low dose nebulized epinephrine in the Treatment of croup,서울대학교병원,한국연구재단(National Research Foundation),중재연구(Interventional Study),Phase4,의약품(Drug),KCT0002318,2015-2217,croup,2017-05-10,2017-01-10,2016-01-24,,에피네프린 흡입 전과 흡입 후 30분째의 Westley croup score(Westley croup score before nebulized epi and after 30min)
모집 중(Recruiting),"만성피로증후군 환자를 대상으로 미엘로필의 안전성과 항피로효과를 평가하는 이중맹검, 무작위배정, 평행, 위약대조의 2상 임상시험 - Clinical Evaluation of Antifatigue and Safety of Myelophil for Subjects with Chronic Fatigue Syndrome: Double Blinded, Randomized, Placebo Controlled, and Parallel Designed Phase 2 Trial",대전대학교,대전대학교(Daejeon University),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0002317,DJMC 2012-01,"미국 CDC (Centers for Disease Control and Prevention) 기준에 따른 만성피로증후군. 즉, 피로감을 유발할만한 신체적 질환과 주관적인 우울증이나 불안증이 없으면서 정상적인 일상생활을 방해하는 심한 피로감.",2017-04-27,2016-12-29,2016-12-07,,시험 시작 전과 약 복용 후의 피로도(Chalder fatigue severity의 NRS score) 변화(Change in fatigue after taking medicine before test start)
모집 중(Recruiting),척추기립근면차단의 흉부 내시경 수술 후 진통 효과 - Postoperative analgesic effect of erector spinae plane block after thoracoscopic surgery,아주대학교병원,아주대학교병원(Ajou University Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0002316,AJIRB-MED-DRU-17-021,비디오흉강경수술이 예정되어 있는 환자,2017-04-21,2017-04-18,2017-04-06,2018-03-31,수술후 통증 (Numeric rating scale)(Postoperative pain (Numeric rating scale))
연구종결(Completed),"도수치료와 치료적 운동이 전방머리자세 환자의 통증과 호흡기능에 미치는 영향 - Effect of manual therapy and therapeutic exercises on pain, respiratory function in individuals with forward head posture: a randomized clinical trial",삼육대학교,삼육대학교(Sahmyook University),중재연구(Interventional Study),Phase3,시술/수술(Procedure/Surgery),KCT0002315,2-1040781-AB-N-01-2016084HR,neck pain/forward head posture(질환이아닌 증상),2017-04-19,2017-04-17,2016-11-21,2016-12-04,호흡 기능(respiratory function )
"모집추가없이 진행중(Active, not recruiting)","위선종에서 p53과 ki-67 발현율의 임상적 의의 - Gastric low grade adenoma, follow up or endoscopic submucosal dissection-: A pilot multicenter study",학교법인 을지학원 을지대학교병원,학교법인 을지학원 을지대학교병원(Eulji University Hospital),관찰연구(Observational Study),,,KCT0002314,2011-1039,내시경절제술을 받은 환자,2017-04-19,2017-04-17,2011-06-30,,종양크기(mean tumor sizes )
연구종결(Completed),간헐적 금식이 미토콘드리아 기능 및 산화스트레스에 미치는 영향을 평가하기 위한 교차시험 연구 - Effects of Intermittent Fasting on Mitochondrial Function and Oxidative Stress: A Crossover Study,연세대학교,한국연구재단(National Research Foundation),중재연구(Interventional Study),해당사항없음(Not applicable),행동요인(Behavioral),KCT0002313,YWMR-15-9-081,overweight,2017-04-19,2017-04-13,2015-11-13,2017-02-24,미토콘드리아 DNA copy 수의 변화(Changes in mitochondrial DNA copy number)
"모집추가없이 진행중(Active, not recruiting)",의·한의 협진 얼굴마비 환자에 대한 후향적 진료기록 분석 연구 - Retrospective chart review and analysis of facial palsy patients treated by Western medicine and Korean traditional medicine collaboration,원광대학교의과대학산본병원,한국연구재단(National Research Foundation),관찰연구(Observational Study),,,KCT0002312,WMCSB 201702-14,"Facial paralysis, Bell palsy, 람세헌트 등을 포함하여 주상병(제 1상병)이 G510, G511, G512, G513, G514, G518, G519, G530, G531, G532, G533, G538으로 내원한 환자",2017-04-18,2017-04-01,2017-03-21,2017-06-31,안면마비 환자의 임상경로(Clinical pathway of facial palsy patients)
"모집추가없이 진행중(Active, not recruiting)",위선종과 위선암에서 생검 진단과 절제후 진단의 조직학적 불일치: 한국에서의 다기관 후향적 연구 - The Histologic Discrepancy between the Endoscopic Forceps Biopsy and Endoscopic Submucosal Dissection of Gastric Adenoma and Gastric Cancer: A Nationwide Multicenter Retrospective Study in Korea,학교법인 을지학원 을지대학교병원,학교법인 을지학원 을지대학교병원(Eulji University Hospital),관찰연구(Observational Study),,,KCT0002311,EMC 2016-12-015-001,Gastric adenoma and cancer,2017-04-14,2017-04-11,2017-01-06,,조직학적 일치도(discrepancy)
모집 중(Recruiting),"악성 담도폐쇄 환자에 대해 항바이오필름과 항염증 기능의 피막형 스텐트 대한 유효성, 안전성에 대한 임상 연구 - Safety and efficacy of a novel immobilization of silver in silicone membrane-covered metal stent for endoscopic draining a malignant biliary obstruction",재단법인아산사회복지재단 서울아산병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),Phase1,의료기구(Medical Device),KCT0002310,2017-0296,"Jaundice, Obstructive / Stents / Biofilms",2017-04-13,2017-06-13,2017-06-08,,스텐트 개통율(stent patency )
대상자 모집 전(Not yet recruiting),비치체어 자세에서 목표지향 수액 투여를 위한 비침습적 동적 지표 비교 연구 - Comparison of noninvasive preload indices for goal directed fluid therapy in beach chair position,이화여자대학교의과대학부속목동병원,이화여자대학교(Ewha Womans University),중재연구(Interventional Study),해당사항없음(Not applicable),기타(Others),KCT0002309,2017-01-022,Orthopedic procedures Beach chair position,2017-04-12,2017-04-10,2017-04-20,,평균 동맥압(mean artertial pressure)
연구철회(Withdrawn),WaveLight EX500을 이용한 각막지형도 기반 라식(LASIK: 레이저 각막절삭성형술)과 Zeiss VisuMax를 이용한 스마일(SMILE: 최소절개 각막실질 추출술)의 비교 - Comparison of Topography Guided LASIK with WaveLight EX500 to SMILE with Zeiss VisuMax,의료법인 세광의료재단 성모안과병원,한국알콘(주)(Alcon Korea),중재연구(Interventional Study),Phase4,의료기구(Medical Device),KCT0002308,20170104CTDV01-1,Refractive Errors / 양쪽 눈에서 -0.5 ~ -8.0 D 현성 구면렌즈에 해당하는 굴절 오류 교정 및 -0.75 ~ -5.0 D 현성굴절검사 원주렌즈에 해당하는 난시 교정 및 각막 난시가 최소 0.75 D인 상태를 요구하는 근시가 있는 환자,2017-04-12,2017-05-10,2017-05-11,2019-01-16,현성굴절검사 원주렌즈가 ≤ 0.5 D 인 눈의 비율(The percentage of eyes with manifest refraction cylinder ≤ 0.5 D)
연구종결(Completed),전방머리자세 환자의 경추관절가동술 및 안정화운동과 흉추관절가동술 및 가동성운동의 비교 - Thoracic Spine Nonthrust Mobilization and Mobility Exercise Versus Cervical Spine Nonthrust Mobilization and Stabilization Exercise in Patients With Forward Head Posture: A Randomized Clinical Trial,삼육대학교,삼육대학교(Sahmyook University),중재연구(Interventional Study),Phase3,시술/수술(Procedure/Surgery),KCT0002307,2-1040781-AB-N-01-2016083HR,Neck pain/Forwardhead posture(질환이 아닌 증상),2017-04-11,2017-04-07,2016-11-21,2016-12-04,두개척추각(craniovertebral angle )
"모집추가없이 진행중(Active, not recruiting)",위 상피하종양에 대한 단일 절개 생검의 유용성과 타당성: 한국에서의 다기관 후향적 연구 - Usefulness and Feasibility of single-incision biopsy for gastric subepithelial tumors: A multicenter retrospective study in Korea,학교법인 을지학원 을지대학교병원,학교법인 을지학원 을지대학교병원(Eulji University Hospital),관찰연구(Observational Study),,,KCT0002306,EMC 2016-09-006-002,위 상피하종양 (gastric subepithelial tumor),2017-04-10,2017-04-05,2016-11-11,,내시경 단일 점막절개 생검술 결과 분석(Pathologic diagnosis)
모집 중(Recruiting),고압 전기 화상 후 뇌 구조 및 인지 기능 저하 - Brain structure and cognitive dysfunction after high-voltage electrical injury,한림대학교,한림대학교(Hallym University),관찰연구(Observational Study),,,KCT0002305,2014-I049,Cognitive dysfunction,2017-04-10,2017-04-05,2014-07-11,,뇌혈액량(cerebral blood volume)
모집 중(Recruiting),상완골 골절과 늑골 골절 수술 후 진통에 필요한 국소마취제 용량 비교 - a comparison of minimal effective local anesthetic volume for interscalene block;humerus versus clavicle fracture surgery,인하대학교의과대학부속병원,인하대학교(Inha University),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0002304,INHAUH 2016-06-013-002,nerve block,2017-04-07,2017-03-29,2016-10-14,2017-12-29,수술 후 통증 유무(presence of postoperative pain)
"모집추가없이 진행중(Active, not recruiting)",직장유암종의 치료에 있어서 기존의 치료에 비해 결찰술 병용 점막절제술의 비교 - The feasibility of EMR with a ligation device for small rectal carcinoid tumor compated with conventional resection.,학교법인 을지학원 을지대학교병원,일양약품(주)(IL-YANG Pharmaceuticals),관찰연구(Observational Study),,,KCT0002303,KHNMC 2015-07-012-001,Rectal Neuroendocrine tumor,2017-04-07,2017-04-03,2015-08-21,,완전절제율(histologic complete resection rate)
연구종결(Completed),20대 남녀 건강군 대상으로 냉온 부하에 따른 요골동맥 맥상파의 변화 특성을 파악하기 위한 무작위 배정 2*2 교차설계 탐색적 임상시험 - Change in Pulse Wave Characteristics of the Radial Artery during the Thermal Stress: Randomized 2*2 Cross-over Exploratory Study,경희대학교,한국한의학연구원(Korea Institute of Oriental Medicine),관찰연구(Observational Study),,,KCT0002302,KOMCIRB-2014-70,해당사항 없음,2017-04-06,2017-03-27,2014-08-19,2014-10-30,"맥의 크기, 맥의 깊이, 맥의 빠르기(pulse power, pulse depth index, pulse rate)"
모집 중(Recruiting),"수족냉증에 대한 오적산(OJS)의 유효성과 안전성에 대한 임상연구 - 이중맹검 무작위배정 위약 평행군 임상시험 - - Efficacy and Safety of Ojeok-san on Korean Patients With Cold Hypersensitivity in the Hands and feet (OJS) - A Randomized, Double-blinded, Placebo Controlled, Multi-center Pilot Study",가천대학교,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0002301,ISEE_2017_OJS,Herbal Medicine [H01.158.273.118.598.500] Body Temperature [G07.110] - Body Temperature Regulation [G07.110.232] + - Skin Temperature [G07.110.753] Cold Temperature [G01.906.595.272] Randomized Controlled Trial [V03.175.250.500.500],2017-04-06,2017-04-06,2017-03-23,2018-03-31,수족냉증의 시각적 상사척도 (Visual Analogue Scale )
대상자 모집 전(Not yet recruiting),"오십견(유착성관절낭염)에 대한 침, 부항 병행 추나치료의 임상적 유효성 및 안전성 연구 ; 다기관, 무작위배정, 환자-평가자 맹검, 임상시험 - Study on Clinical Effectiveness and Safety of Chuna Manual Treatment Combined with Acupuncture and Cupping for Frozen Shoulder(Adhesive Capsulitis); a multicenter, randomized, patient-assessor blind, clinical trial",원광대학교한의과대학광주한방병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),해당사항없음(Not applicable),"의료기구(Medical Device), 시술/수술(Procedure/Surgery), 기타(Others)",KCT0002300,WKIRB-2016/12,Adhesive capsulitis of shoulder with the shoulder pain,2017-04-06,2017-06-02,2017-06-07,2018-12-31,어깨의 통증 및 장애 지수(Shoulder pain and disability index) 변화량(Shoulder pain and disability index(SPADI))
연구종결(Completed),fNIRS를 이용한 침 자극의 인지기능 개선 치료기전 연구 - Investigation on the Effects of Acupuncture on Cognitive Improvement using f-NIRS,대전대학교 둔산한방병원,한국한의학연구원(Korea Institute of Oriental Medicine),중재연구(Interventional Study),Phase1,의료기구(Medical Device),KCT0002299,DJDSKH-16-BM-08,"건강군을 대상으로 하는 연구, 해당사항 없음",2017-04-06,2017-03-08,2016-12-08,2016-12-16,"침자극 전과 후 전두엽의 혈류 변화(Oxy-Hb, deOxy-Hb) (Changes in cerebral blood flow (△CBF, measurement of △Oxy-Hb and △deOxy-Hb) in the frontal lobe before and after acupuncture stimuli)"
